info,title,price,header,kw,sid,linkwithprice,productid,categoryId,desc
"Luft/Wasser-Wärmepumpe, Split-Wärmepumpe, Trinkwasser-Wärmepumpe / Nennwärmeleistung: 11 kW / Leistungszahl (COP): 4,47 / Energie-Effizienzklasse Raumheizung bei 35°C: A / verwendbar für: Heizungswasser, Trinkwasser, Kühlwasser / Serie: Rotex HPSU / Energieträger: Luftwärme, Elektrizität / maximale ...",Rotex HPSU compact (11 kW),8349.0, Rotex HPSU compact (11 kW),11,223861,/preisvergleich/Relocate/367008586.html?categoryId=18459&pos=2&price=8349.0&productid=2603672&sid=223861&type=offer,2603672,18459, Rotex Paket 7C Luft-/Was­ser Wär­me­pum­pe HPSU com­pact 516 11 kW + En­er­gie­spei­cher
"Luft/Wasser-Wärmepumpe / Nennwärmeleistung: 11,3 kW / Leistungszahl (COP): 3,7 / Energie-Effizienzklasse Raumheizung bei 35°C: A / verwendbar für: Heizungswasser / Serie: Stiebel Eltron WPL / Energieträger: Luftwärme, Elektrizität / maximale Vorlauftemperatur: 60 °C / Temperatur-Obergrenze: 40 °C / ...","Stiebel Eltron WPL 18 (11,3 kW)",8122.0," Stiebel Eltron WPL 18 (11,3 kW)","11,3",299706,/preisvergleich/Relocate/601929865.html?categoryId=18459&pos=2&price=8122.0&productid=790063&sid=299706&type=offer,790063,18459, Stie­bel Eltron WPL18E
"Luft/Wasser-Wärmepumpe / Nennwärmeleistung: 9 kW / Leistungszahl (COP): 3,9 / Energie-Effizienzklasse Raumheizung bei 35°C: A / verwendbar für: Heizungswasser / Serie: Viessmann Vitocal / Energieträger: Luftwärme, Elektrizität / maximale Vorlauftemperatur: 50 °C / Temperatur-Obergrenze: 35 °C / ...",Viessmann Vitocal 300-A AWCI-AC 301.A (9 kW),8868.0, Viessmann Vitocal 300-A AWCI-AC 301.A (9 kW),9,9701,/preisvergleich/Relocate/445651434.html?categoryId=18459&pos=2&price=8868.0&productid=1066890&sid=9701&type=offer,1066890,18459, 
"Luft/Wasser-Wärmepumpe, Split-Wärmepumpe, Inverter-Wärmepumpe / Nennwärmeleistung: 5,6 kW / Leistungszahl (COP): 3,24 / Energie-Effizienzklasse Raumheizung bei 35°C: D / verwendbar für: Heizungswasser, Trinkwasser / Serie: Viessmann Vitocal / Energieträger: Luftwärme, Elektrizität / maximale ...","Viessmann Vitocal 200-S AWB201.B07 (5,6 kW)",4016.73," Viessmann Vitocal 200-S AWB201.B07 (5,6 kW)","5,6",297223,/preisvergleich/Relocate/436147915.html?categoryId=18459&pos=2&price=4016.73&productid=4646937&sid=297223&type=offer,4646937,18459," VIESS­MANN Vi­to­cal 200-S, Typ AWB201. B07 Split Luft/Was­ser-Wär­me­pum­pe mit 5, 6 kW"
"Trinkwasser-Wärmepumpe, Luft/Wasser-Wärmepumpe / Nennwärmeleistung: 1,6 kW / Leistungszahl (COP): 4,1 / Energie-Effizienzklasse Raumheizung bei 55°C: A Watt / verwendbar für: Trinkwasser / Serie: Stiebel Eltron WWK / Energieträger: Luftwärme, Elektrizität / maximale Vorlauftemperatur: 55 °C / ...","Stiebel Eltron WWK 300 (1,6 kW)",2125.0," Stiebel Eltron WWK 300 (1,6 kW)","1,6",28887,/preisvergleich/Relocate/328776394.html?categoryId=18459&pos=2&price=2125.0&productid=1434231&sid=28887&type=offer,1434231,18459, Warm­was­ser-Wär­me­pum­pe WWK 300 elek­tro­nic
"Luft/Wasser-Wärmepumpe / Nennwärmeleistung: 6,7 kW / Leistungszahl (COP): 3,51 / Energie-Effizienzklasse Raumheizung bei 55°C: A Watt / Energie-Effizienzklasse Raumheizung bei 35°C: B / verwendbar für: Heizungswasser, Kühlwasser / Serie: Stiebel Eltron WPL / Energieträger: Luftwärme, Elektrizität / ...","Stiebel Eltron WPL 10 AC (6,7 kW)",7029.78," Stiebel Eltron WPL 10 AC (6,7 kW)","6,7",9701,/preisvergleich/Relocate/540734020.html?categoryId=18459&pos=4&price=7029.78&productid=1097040&sid=9701&type=offer,1097040,18459, 
"Luft/Wasser-Wärmepumpe, Split-Wärmepumpe, Inverter-Wärmepumpe / Nennwärmeleistung: 10,1 kW / Leistungszahl (COP): 3,15 / Energie-Effizienzklasse Raumheizung bei 35°C: D / verwendbar für: Heizungswasser, Trinkwasser, Kühlwasser / Serie: Rotex HPSU / Energieträger: Luftwärme, Elektrizität, ...",Rotex HPSU compact (16 kW),9198.0, Rotex HPSU compact (16 kW),"10,1",223861,/preisvergleich/Relocate/367008566.html?categoryId=18459&pos=3&price=9198.0&productid=2608865&sid=223861&type=offer,2608865,18459, Rotex Paket 9C Luft-/Was­ser-Wär­me­pum­pe HPSU com­pact 516 16 kW + En­er­gie­spei­cher
"Luft/Wasser-Wärmepumpe, Split-Wärmepumpe, Trinkwasser-Wärmepumpe / Nennwärmeleistung: 11 kW / Leistungszahl (COP): 4,47 / Energie-Effizienzklasse Raumheizung bei 35°C: A / verwendbar für: Heizungswasser, Trinkwasser, Kühlwasser / Serie: Rotex HPSU / Energieträger: Luftwärme, Elektrizität / maximale ...",Rotex HPSU compact (11 kW),8349.0, Rotex HPSU compact (11 kW),11,9701,/preisvergleich/Relocate/603435698.html?categoryId=18459&pos=3&price=8349.0&productid=2603672&sid=9701&type=offer,2603672,18459, 
"Luft/Wasser-Wärmepumpe / Nennwärmeleistung: 11,3 kW / Leistungszahl (COP): 3,7 / Energie-Effizienzklasse Raumheizung bei 35°C: A / verwendbar für: Heizungswasser / Serie: Stiebel Eltron WPL / Energieträger: Luftwärme, Elektrizität / maximale Vorlauftemperatur: 60 °C / Temperatur-Obergrenze: 40 °C / ...","Stiebel Eltron WPL 18 (11,3 kW)",8143.14," Stiebel Eltron WPL 18 (11,3 kW)","11,3",297223,/preisvergleich/Relocate/436147643.html?categoryId=18459&pos=3&price=8143.14&productid=790063&sid=297223&type=offer,790063,18459," STIE­BEL ELTRON 227757 Hei­zungs-Wär­me­pum­pe WPL 18 E, Luft/Was­ser-Wär­me­pum­pe"
"Luft/Wasser-Wärmepumpe / Nennwärmeleistung: 9 kW / Leistungszahl (COP): 3,9 / Energie-Effizienzklasse Raumheizung bei 35°C: A / verwendbar für: Heizungswasser / Serie: Viessmann Vitocal / Energieträger: Luftwärme, Elektrizität / maximale Vorlauftemperatur: 50 °C / Temperatur-Obergrenze: 35 °C / ...",Viessmann Vitocal 300-A AWCI-AC 301.A (9 kW),8868.0, Viessmann Vitocal 300-A AWCI-AC 301.A (9 kW),9,9701,/preisvergleich/Relocate/509777134.html?categoryId=18459&pos=3&price=8868.0&productid=1066890&sid=9701&type=offer,1066890,18459, 
"Luft/Wasser-Wärmepumpe, Split-Wärmepumpe, Inverter-Wärmepumpe / Nennwärmeleistung: 5,6 kW / Leistungszahl (COP): 3,24 / Energie-Effizienzklasse Raumheizung bei 35°C: D / verwendbar für: Heizungswasser, Trinkwasser / Serie: Viessmann Vitocal / Energieträger: Luftwärme, Elektrizität / maximale ...","Viessmann Vitocal 200-S AWB201.B07 (5,6 kW)",4385.0," Viessmann Vitocal 200-S AWB201.B07 (5,6 kW)","5,6",9701,/preisvergleich/Relocate/444912060.html?categoryId=18459&pos=3&price=4385.0&productid=4646937&sid=9701&type=offer,4646937,18459, 
"Trinkwasser-Wärmepumpe, Luft/Wasser-Wärmepumpe / Nennwärmeleistung: 1,6 kW / Leistungszahl (COP): 4,1 / Energie-Effizienzklasse Raumheizung bei 55°C: A Watt / verwendbar für: Trinkwasser / Serie: Stiebel Eltron WWK / Energieträger: Luftwärme, Elektrizität / maximale Vorlauftemperatur: 55 °C / ...","Stiebel Eltron WWK 300 (1,6 kW)",2141.98," Stiebel Eltron WWK 300 (1,6 kW)","1,6",9441,/preisvergleich/Relocate/373209517.html?categoryId=18459&pos=3&price=2141.98&productid=1434231&sid=9441&type=offer,1434231,18459, Stie­bel eltron WWK 300 Warm­was­ser Wär­me­pum­pe
"Luft/Wasser-Wärmepumpe / Nennwärmeleistung: 6,7 kW / Leistungszahl (COP): 3,51 / Energie-Effizienzklasse Raumheizung bei 55°C: A Watt / Energie-Effizienzklasse Raumheizung bei 35°C: B / verwendbar für: Heizungswasser, Kühlwasser / Serie: Stiebel Eltron WPL / Energieträger: Luftwärme, Elektrizität / ...","Stiebel Eltron WPL 10 AC (6,7 kW)",8291.4," Stiebel Eltron WPL 10 AC (6,7 kW)","6,7",280623,/preisvergleich/Relocate/351171105.html?categoryId=18459&pos=5&price=8291.4&productid=1097040&sid=280623&type=offer,1097040,18459, Stie­bel Eltron 231790 - Hei­zungs­wär­me­pum­pe WPL 10 AC Ak­ti­ons­set 3
"Luft/Wasser-Wärmepumpe, Split-Wärmepumpe, Inverter-Wärmepumpe / Nennwärmeleistung: 10,1 kW / Leistungszahl (COP): 3,15 / Energie-Effizienzklasse Raumheizung bei 35°C: D / verwendbar für: Heizungswasser, Trinkwasser, Kühlwasser / Serie: Rotex HPSU / Energieträger: Luftwärme, Elektrizität, ...",Rotex HPSU compact (16 kW),9249.75, Rotex HPSU compact (16 kW),"10,1",254469,/preisvergleich/Relocate/503937154.html?categoryId=18459&pos=4&price=9249.75&productid=2608865&sid=254469&type=offer,2608865,18459," Wär­me­pum­pe, HPSU com­pact 16 kW H/C mit En­er­gie­spei­cher 500 Ltr., Paket"
"Luft/Wasser-Wärmepumpe, Split-Wärmepumpe, Trinkwasser-Wärmepumpe / Nennwärmeleistung: 11 kW / Leistungszahl (COP): 4,47 / Energie-Effizienzklasse Raumheizung bei 35°C: A / verwendbar für: Heizungswasser, Trinkwasser, Kühlwasser / Serie: Rotex HPSU / Energieträger: Luftwärme, Elektrizität / maximale ...",Rotex HPSU compact (11 kW),8456.25, Rotex HPSU compact (11 kW),11,254469,/preisvergleich/Relocate/503848501.html?categoryId=18459&pos=4&price=8456.25&productid=2603672&sid=254469&type=offer,2603672,18459, Wär­me­pum­pen Paket HPSU com­pact 11 kW H/C mit En­er­gie­spei­cher 500 Ltr.
"Luft/Wasser-Wärmepumpe / Nennwärmeleistung: 11,3 kW / Leistungszahl (COP): 3,7 / Energie-Effizienzklasse Raumheizung bei 35°C: A / verwendbar für: Heizungswasser / Serie: Stiebel Eltron WPL / Energieträger: Luftwärme, Elektrizität / maximale Vorlauftemperatur: 60 °C / Temperatur-Obergrenze: 40 °C / ...","Stiebel Eltron WPL 18 (11,3 kW)",8178.5," Stiebel Eltron WPL 18 (11,3 kW)","11,3",280623,/preisvergleich/Relocate/351171180.html?categoryId=18459&pos=4&price=8178.5&productid=790063&sid=280623&type=offer,790063,18459," Stie­bel Eltron 227757 - Hei­zungs-Wär­me­pum­pe WPL 18 E, Luft/Was­ser-Wär­me­pum­pe"
"Luft/Wasser-Wärmepumpe / Nennwärmeleistung: 9 kW / Leistungszahl (COP): 3,9 / Energie-Effizienzklasse Raumheizung bei 35°C: A / verwendbar für: Heizungswasser / Serie: Viessmann Vitocal / Energieträger: Luftwärme, Elektrizität / maximale Vorlauftemperatur: 50 °C / Temperatur-Obergrenze: 35 °C / ...",Viessmann Vitocal 300-A AWCI-AC 301.A (9 kW),8965.99, Viessmann Vitocal 300-A AWCI-AC 301.A (9 kW),9,276812,/preisvergleich/Relocate/387843383.html?categoryId=18459&pos=4&price=8965.99&productid=1066890&sid=276812&type=offer,1066890,18459," Viess­mann Vi­to­cal 300-A, 3-9kW re­ver­si­bel AW­CI-AC"
"Luft/Wasser-Wärmepumpe, Split-Wärmepumpe, Inverter-Wärmepumpe / Nennwärmeleistung: 5,6 kW / Leistungszahl (COP): 3,24 / Energie-Effizienzklasse Raumheizung bei 35°C: D / verwendbar für: Heizungswasser, Trinkwasser / Serie: Viessmann Vitocal / Energieträger: Luftwärme, Elektrizität / maximale ...","Viessmann Vitocal 200-S AWB201.B07 (5,6 kW)",4385.0," Viessmann Vitocal 200-S AWB201.B07 (5,6 kW)","5,6",9701,/preisvergleich/Relocate/472980798.html?categoryId=18459&pos=4&price=4385.0&productid=4646937&sid=9701&type=offer,4646937,18459, 
"Luft/Wasser-Wärmepumpe, Split-Wärmepumpe, Trinkwasser-Wärmepumpe, Inverter-Wärmepumpe / Nennwärmeleistung: 5,51 kW / Leistungszahl (COP): 3,54 / Energie-Effizienzklasse Raumheizung bei 35°C: B / verwendbar für: Heizungswasser, Trinkwasser, Kühlwasser / Serie: Rotex HPSU / Energieträger: Luftwärme, ...",Rotex HPSU compact (8 kW),6112.0, Rotex HPSU compact (8 kW),"5,51",9701,/preisvergleich/Relocate/323031937.html?categoryId=18459&pos=1&price=6112.0&productid=2611201&sid=9701&type=offer,2611201,18459, 
"Trinkwasser-Wärmepumpe, Luft/Wasser-Wärmepumpe / Nennwärmeleistung: 1,6 kW / Leistungszahl (COP): 4,1 / Energie-Effizienzklasse Raumheizung bei 55°C: A Watt / verwendbar für: Trinkwasser / Serie: Stiebel Eltron WWK / Energieträger: Luftwärme, Elektrizität / maximale Vorlauftemperatur: 55 °C / ...","Stiebel Eltron WWK 300 (1,6 kW)",2175.0," Stiebel Eltron WWK 300 (1,6 kW)","1,6",3500,/preisvergleich/Relocate/364629093.html?categoryId=18459&pos=4&price=2175.0&productid=1434231&sid=3500&type=offer,1434231,18459, Stie­bel-El­t­ron WWK 300
"Luft/Wasser-Wärmepumpe / Nennwärmeleistung: 6,7 kW / Leistungszahl (COP): 3,51 / Energie-Effizienzklasse Raumheizung bei 55°C: A Watt / Energie-Effizienzklasse Raumheizung bei 35°C: B / verwendbar für: Heizungswasser, Kühlwasser / Serie: Stiebel Eltron WPL / Energieträger: Luftwärme, Elektrizität / ...","Stiebel Eltron WPL 10 AC (6,7 kW)",8610.3," Stiebel Eltron WPL 10 AC (6,7 kW)","6,7",280623,/preisvergleich/Relocate/351171181.html?categoryId=18459&pos=6&price=8610.3&productid=1097040&sid=280623&type=offer,1097040,18459, Stie­bel Eltron 231789 - Hei­zungs­wär­me­pum­pe WPL 10 AC Ak­ti­ons­set 2
"Luft/Wasser-Wärmepumpe, Trinkwasser-Wärmepumpe / Nennwärmeleistung: 1,67 kW / Leistungszahl (COP): 3,7 / verwendbar für: Trinkwasser, Luftkühlung / Serie: Viessmann Vitocal / Energieträger: Luftwärme, Elektrizität / maximale Vorlauftemperatur: 65 °C / Wasserinhalt im Kessel: 308 Liter / ...","Viessmann Vitocal 161-A WWK (1,67 kW)",1976.9," Viessmann Vitocal 161-A WWK (1,67 kW)","1,67",288366,/preisvergleich/Relocate/492020669.html?categoryId=18459&pos=1&price=1976.9&productid=4636818&sid=288366&type=offer,4636818,18459, Viess­mann Vi­to­cal 161-A Typ WWK Warm­was­ser Wär­me­pum­pe für Um­luft­be­trieb
"Luft/Wasser-Wärmepumpe, Trinkwasser-Wärmepumpe / Nennwärmeleistung: 2,52 kW / Leistungszahl (COP): 4,3 / verwendbar für: Trinkwasser / Serie: Buderus Logatherm / Energieträger: Luftwärme, Elektrizität / maximale Vorlauftemperatur: 60 °C / Wasserinhalt im Kessel: 260 Liter / Temperatur-Untergrenze: 5 ...","Buderus Logatherm WPT270/2 I-S (2,52 kW)",1823.27," Buderus Logatherm WPT270/2 I-S (2,52 kW)","2,52",276812,/preisvergleich/Relocate/478136739.html?categoryId=18459&pos=1&price=1823.27&productid=4247475&sid=276812&type=offer,4247475,18459, Bu­de­rus Trink­was­ser-Wär­me­pum­pe WPT 270/2 I-S
"Luft/Wasser-Wärmepumpe, Trinkwasser-Wärmepumpe / Nennwärmeleistung: 14,5 kW / Leistungszahl (COP): 3,5 / Energie-Effizienzklasse Raumheizung bei 35°C: B / verwendbar für: Heizungswasser, Trinkwasser / Serie: Viessmann Vitocal / Energieträger: Luftwärme, Elektrizität / maximale Vorlauftemperatur: 65 ...","Viessmann Vitocal 350-A AWHI 351.A14 (14,5 kW)",10160.99," Viessmann Vitocal 350-A AWHI 351.A14 (14,5 kW)","14,5",276812,/preisvergleich/Relocate/387842579.html?categoryId=18459&pos=1&price=10160.99&productid=3460311&sid=276812&type=offer,3460311,18459," VIESS­MANN Vi­to­cal 350-A Typ AWHI 351.A 14,5 kW - AWHI 351.A14"
"Luft/Wasser-Wärmepumpe, Split-Wärmepumpe / Nennwärmeleistung: 9,7 kW / Leistungszahl (COP): 3,6 / Energie-Effizienzklasse Raumheizung bei 35°C: B / verwendbar für: Heizungswasser / Serie: Vaillant geoTherm / Energieträger: Luftwärme, Elektrizität / maximale Vorlauftemperatur: 62 °C / Wasserinhalt im ...","Vaillant geoTherm plus VWL 102/3 S (9,7 kW)",11063.14," Vaillant geoTherm plus VWL 102/3 S (9,7 kW)","9,7",289859,/preisvergleich/Relocate/325814426.html?categoryId=18459&pos=1&price=11063.14&productid=2443895&sid=289859&type=offer,2443895,18459, geo­THERM plus VWL 102/3 S Vail­lant
"Trinkwasser-Wärmepumpe, Luft/Wasser-Wärmepumpe / Nennwärmeleistung: 5,6 kW / Leistungszahl (COP): 3,24 / Energie-Effizienzklasse Raumheizung bei 35°C: D / verwendbar für: Heizungswasser, Trinkwasser, Kühlwasser / Serie: Viessmann Vitocal / Energieträger: Luftwärme, Elektrizität / maximale ...","Viessmann Vitocal 222-S (5,6 kW)",5710.99," Viessmann Vitocal 222-S (5,6 kW)","5,6",276812,/preisvergleich/Relocate/387844158.html?categoryId=18459&pos=1&price=5710.99&productid=3393707&sid=276812&type=offer,3393707,18459," VIESS­MANN Vi­to­cal 222-S Typ AWT-AC221.A/B AWT-AC 221.A07 - 5,6 kW"
"Luft/Wasser-Wärmepumpe, Split-Wärmepumpe, Inverter-Wärmepumpe / Nennwärmeleistung: 10,1 kW / Leistungszahl (COP): 3,15 / Energie-Effizienzklasse Raumheizung bei 35°C: D / verwendbar für: Heizungswasser, Trinkwasser, Kühlwasser / Serie: Rotex HPSU / Energieträger: Luftwärme, Elektrizität, ...",Rotex HPSU compact (16 kW),9498.0, Rotex HPSU compact (16 kW),"10,1",223861,/preisvergleich/Relocate/367008553.html?categoryId=18459&pos=5&price=9498.0&productid=2608865&sid=223861&type=offer,2608865,18459, Rotex Paket 30C Luft-/Was­ser Wär­me­pum­pe HPSU com­pact 516 Biv 16 kW + Spei­cher
"Luft/Wasser-Wärmepumpe, Split-Wärmepumpe, Trinkwasser-Wärmepumpe / Nennwärmeleistung: 11 kW / Leistungszahl (COP): 4,47 / Energie-Effizienzklasse Raumheizung bei 35°C: A / verwendbar für: Heizungswasser, Trinkwasser, Kühlwasser / Serie: Rotex HPSU / Energieträger: Luftwärme, Elektrizität / maximale ...",Rotex HPSU compact (11 kW),8669.0, Rotex HPSU compact (11 kW),11,223861,/preisvergleich/Relocate/367008565.html?categoryId=18459&pos=5&price=8669.0&productid=2603672&sid=223861&type=offer,2603672,18459, Rotex Paket 28C Luft-/Was­ser Wär­me­pum­pe HPSU com­pact 516 Biv 11 kW Spei­cher
"Luft/Wasser-Wärmepumpe / Nennwärmeleistung: 11,3 kW / Leistungszahl (COP): 3,7 / Energie-Effizienzklasse Raumheizung bei 35°C: A / verwendbar für: Heizungswasser / Serie: Stiebel Eltron WPL / Energieträger: Luftwärme, Elektrizität / maximale Vorlauftemperatur: 60 °C / Temperatur-Obergrenze: 40 °C / ...","Stiebel Eltron WPL 18 (11,3 kW)",8383.27," Stiebel Eltron WPL 18 (11,3 kW)","11,3",9701,/preisvergleich/Relocate/540734551.html?categoryId=18459&pos=5&price=8383.27&productid=790063&sid=9701&type=offer,790063,18459, 
"Luft/Wasser-Wärmepumpe / Nennwärmeleistung: 9 kW / Leistungszahl (COP): 3,9 / Energie-Effizienzklasse Raumheizung bei 35°C: A / verwendbar für: Heizungswasser / Serie: Viessmann Vitocal / Energieträger: Luftwärme, Elektrizität / maximale Vorlauftemperatur: 50 °C / Temperatur-Obergrenze: 35 °C / ...",Viessmann Vitocal 300-A AWCI-AC 301.A (9 kW),9262.13, Viessmann Vitocal 300-A AWCI-AC 301.A (9 kW),9,297223,/preisvergleich/Relocate/436143921.html?categoryId=18459&pos=5&price=9262.13&productid=1066890&sid=297223&type=offer,1066890,18459," VIESS­MANN Vi­to­cal 300-A, Typ AW­CI-AC301. A Luft/Was­ser-Wär­me­pum­pe mit 3-9 kW"
"Luft/Wasser-Wärmepumpe, Split-Wärmepumpe, Inverter-Wärmepumpe / Nennwärmeleistung: 5,6 kW / Leistungszahl (COP): 3,24 / Energie-Effizienzklasse Raumheizung bei 35°C: D / verwendbar für: Heizungswasser, Trinkwasser / Serie: Viessmann Vitocal / Energieträger: Luftwärme, Elektrizität / maximale ...","Viessmann Vitocal 200-S AWB201.B07 (5,6 kW)",4417.99," Viessmann Vitocal 200-S AWB201.B07 (5,6 kW)","5,6",276812,/preisvergleich/Relocate/387842803.html?categoryId=18459&pos=5&price=4417.99&productid=4646937&sid=276812&type=offer,4646937,18459," VIESS­MANN Vi­to­cal 200-S Typ AWB-AC 201.B/C AWB-AC 201.B07 - 5,6 kW"
