info,title,price,header,kw,sid,linkwithprice,productid,categoryId,desc
"Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 25 kW / Energieträger: Scheitholz, Steinkohle, Braunkohle / Norm-Nutzungsgrad: 85 % / verwendbar für: Heizungswasser / maximale Vorlauftemperatur: 90 °C / Wasserinhalt im Kessel: 84 Liter / Durchmesser des Abgasanschlusses: 160 mm / max. ...",NMT SPK 28 (25 kW),2349.0, NMT SPK 28 (25 kW),25,9701,/preisvergleich/Relocate/448447723.html?categoryId=18406&pos=1&price=2349.0&productid=3634008&sid=9701&type=offer,3634008,18406, 
"Öl-Heizkessel, Pelletheizung, Gas-Brennwertkessel, Gas-Heizkessel, Holzheizung, Öl-Brennwertkessel, Holzvergaser / Montageart: Standkessel / Nennwärmeleistung: 30 kW / Energieträger: Öl, Holz, Holzpellet, Erdgas / verwendbar für: Heizungswasser / Leistungsaufnahme während des Betriebes: 120 W / ...",Atmos DC 25 SP(L) Kombikessel (30 kW),2544.93, Atmos DC 25 SP(L) Kombikessel (30 kW),30,284079,/preisvergleich/Relocate/219996509.html?categoryId=18406&pos=1&price=2544.93&productid=2025393&sid=284079&type=offer,2025393,18406," Atmos DC 25 SPL kom­bi­nier­ter Kessel (Holz, Öl) A0060"
"Biomasseheizung, Festbrennstoffkessel, Pelletheizung, Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 18 kW / Energieträger: Holzpellet / Norm-Nutzungsgrad: 94,4 % / verwendbar für: Heizungswasser, Trinkwasser (interner Warmwasserspeicher) / Leistungsaufnahme während des Betriebes: 65 W / ...",Viessmann Vitoligno 300 P (18 kW),9902.73, Viessmann Vitoligno 300 P (18 kW),18,276812,/preisvergleich/Relocate/461882397.html?categoryId=18406&pos=7&price=9902.73&productid=2711335&sid=276812&type=offer,2711335,18406, Viess­mann Paket Vi­to­li­gno 300-P 6-18kW
"Holzvergaser, Biomasseheizung, Festbrennstoffkessel, Pelletheizung, Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 20 kW / Energieträger: Scheitholz / Norm-Nutzungsgrad: 88 % / verwendbar für: Heizungswasser, Trinkwasser (externer Warmwasserspeicher) / Leistungsaufnahme während des ...",Viessmann Vitoligno 100 S (20 kW),3358.99, Viessmann Vitoligno 100 S (20 kW),20,276812,/preisvergleich/Relocate/387843157.html?categoryId=18406&pos=6&price=3358.99&productid=2226097&sid=276812&type=offer,2226097,18406, Viess­mann Paket Vi­to­li­gno 100-S - 20 kW
"Holzvergaser, Biomasseheizung, Festbrennstoffkessel, Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 25 kW / Energieträger: Holz / Norm-Nutzungsgrad: 91 % / verwendbar für: Heizungswasser, Trinkwasser (externer Warmwasserspeicher) / Leistungsaufnahme während des Betriebes: 50 W / ...",Santer Proburner Deluxe 25,3109.59, Santer Proburner Deluxe 25,25,254469,/preisvergleich/Relocate/502873011.html?categoryId=18406&pos=2&price=3109.59&productid=3746788&sid=254469&type=offer,3746788,18406, Santer Solar Holz­ver­ga­ser­kes­sel Probur­ner DELUXE 25 kW BAFA
"Holzvergaser, Biomasseheizung, Festbrennstoffkessel, Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 25 kW / Energieträger: Scheitholz, Holz / max. Scheitholzlänge: 53 cm / Norm-Nutzungsgrad: 90 % / verwendbar für: Solar Heizungsunterstützung, Heizungswasser, Trinkwasser (externer ...",Atmos DC 25 GSE,3277.5, Atmos DC 25 GSE,25,9701,/preisvergleich/Relocate/451055067.html?categoryId=18406&pos=2&price=3277.5&productid=1098439&sid=9701&type=offer,1098439,18406, 
"Biomasseheizung, Pelletheizung, Festbrennstoffkessel, Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 14 kW / Energieträger: Holz, Holzpellet / Norm-Nutzungsgrad: 90 % / verwendbar für: Heizungswasser / Leistungsaufnahme beim Start: 1.120 W / Leistungsaufnahme während des Betriebes: 120 W ...",Atmos P 14,1602.99, Atmos P 14,14,276812,/preisvergleich/Relocate/407581959.html?categoryId=18406&pos=2&price=1602.99&productid=3214137&sid=276812&type=offer,3214137,18406, Atmos Pel­le­t­heiz­kes­sel Serie P P 14 - 4-14 kW
"Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 25 kW / Energieträger: Scheitholz, Steinkohle, Braunkohle / Norm-Nutzungsgrad: 85 % / verwendbar für: Heizungswasser / maximale Vorlauftemperatur: 90 °C / Wasserinhalt im Kessel: 84 Liter / Durchmesser des Abgasanschlusses: 160 mm / max. ...",NMT SPK 28 (25 kW),2542.0, NMT SPK 28 (25 kW),25,9701,/preisvergleich/Relocate/526960702.html?categoryId=18406&pos=2&price=2542.0&productid=3634008&sid=9701&type=offer,3634008,18406, 
"Holzvergaser, Biomasseheizung, Festbrennstoffkessel, Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 20 kW / Energieträger: Scheitholz / Norm-Nutzungsgrad: 92 % / verwendbar für: Heizungswasser, Trinkwasser (externer Warmwasserspeicher) / Leistungsaufnahme während des Betriebes: 120 W / ...",Viessmann Vitoligno 200 S (20 kW),6022.9, Viessmann Vitoligno 200 S (20 kW),20,9701,/preisvergleich/Relocate/447956148.html?categoryId=18406&pos=1&price=6022.9&productid=3493913&sid=9701&type=offer,3493913,18406, 
"Öl-Heizkessel, Pelletheizung, Gas-Brennwertkessel, Gas-Heizkessel, Holzheizung, Öl-Brennwertkessel, Holzvergaser / Montageart: Standkessel / Nennwärmeleistung: 30 kW / Energieträger: Öl, Holz, Holzpellet, Erdgas / verwendbar für: Heizungswasser / Leistungsaufnahme während des Betriebes: 120 W / ...",Atmos DC 25 SP(L) Kombikessel (30 kW),2544.93, Atmos DC 25 SP(L) Kombikessel (30 kW),30,284079,/preisvergleich/Relocate/242446344.html?categoryId=18406&pos=2&price=2544.93&productid=2025393&sid=284079&type=offer,2025393,18406, Atmos DC 25 SP Pel­let- und Holz­ver­ga­ser­kes­sel A0054
"Holzvergaser, Biomasseheizung, Festbrennstoffkessel, Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 16 kW / Energieträger: Holz / Norm-Nutzungsgrad: 92 % / verwendbar für: Solar Heizungsunterstützung, Heizungswasser / maximale Vorlauftemperatur: 60 °C / Wasserinhalt im Kessel: 60 Liter / ...",Solarbayer HVS 16 LC,3450.0, Solarbayer HVS 16 LC,16,301374,/preisvergleich/Relocate/574036764.html?categoryId=18406&pos=1&price=3450.0&productid=3096364&sid=301374&type=offer,3096364,18406, Holz­ver­ga­ser­kes­sel Vigas HVS 16 LC Lambda Con­trol
"Holzvergaser, Biomasseheizung, Festbrennstoffkessel, Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 25 kW / Energieträger: Holz / Norm-Nutzungsgrad: 91 % / verwendbar für: Heizungswasser, Trinkwasser (externer Warmwasserspeicher) / Leistungsaufnahme während des Betriebes: 50 W / ...",Santer Proburner Deluxe 25,3139.49, Santer Proburner Deluxe 25,25,276703,/preisvergleich/Relocate/455950888.html?categoryId=18406&pos=3&price=3139.49&productid=3746788&sid=276703&type=offer,3746788,18406, Santer Solar Holz­ver­ga­ser­kes­sel Probur­ner DELUXE 25 kW BAFA
"Holzvergaser, Biomasseheizung, Festbrennstoffkessel, Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 25 kW / Energieträger: Scheitholz, Holz / max. Scheitholzlänge: 53 cm / Norm-Nutzungsgrad: 90 % / verwendbar für: Solar Heizungsunterstützung, Heizungswasser, Trinkwasser (externer ...",Atmos DC 25 GSE,3362.99, Atmos DC 25 GSE,25,276812,/preisvergleich/Relocate/471565233.html?categoryId=18406&pos=3&price=3362.99&productid=1098439&sid=276812&type=offer,1098439,18406, Atmos Holz­ver­ga­ser DC25GSE lang
"Biomasseheizung, Pelletheizung, Festbrennstoffkessel, Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 14 kW / Energieträger: Holz, Holzpellet / Norm-Nutzungsgrad: 90 % / verwendbar für: Heizungswasser / Leistungsaufnahme beim Start: 1.120 W / Leistungsaufnahme während des Betriebes: 120 W ...",Atmos P 14,1640.0, Atmos P 14,14,9701,/preisvergleich/Relocate/450421821.html?categoryId=18406&pos=3&price=1640.0&productid=3214137&sid=9701&type=offer,3214137,18406, 
"Holzvergaser, Biomasseheizung, Festbrennstoffkessel, Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 20 kW / Energieträger: Scheitholz / Norm-Nutzungsgrad: 92 % / verwendbar für: Heizungswasser, Trinkwasser (externer Warmwasserspeicher) / Leistungsaufnahme während des Betriebes: 120 W / ...",Viessmann Vitoligno 200 S (20 kW),6299.0, Viessmann Vitoligno 200 S (20 kW),20,289859,/preisvergleich/Relocate/444753307.html?categoryId=18406&pos=2&price=6299.0&productid=3493913&sid=289859&type=offer,3493913,18406, Vi­to­li­gno 200-S 20kW Viess­mann
"Öl-Heizkessel, Pelletheizung, Gas-Brennwertkessel, Gas-Heizkessel, Holzheizung, Öl-Brennwertkessel, Holzvergaser / Montageart: Standkessel / Nennwärmeleistung: 30 kW / Energieträger: Öl, Holz, Holzpellet, Erdgas / verwendbar für: Heizungswasser / Leistungsaufnahme während des Betriebes: 120 W / ...",Atmos DC 25 SP(L) Kombikessel (30 kW),3468.99, Atmos DC 25 SP(L) Kombikessel (30 kW),30,276812,/preisvergleich/Relocate/471565196.html?categoryId=18406&pos=3&price=3468.99&productid=2025393&sid=276812&type=offer,2025393,18406, Atmos Kom­bikes­sel DC25SPL
"Holzvergaser, Biomasseheizung, Festbrennstoffkessel, Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 16 kW / Energieträger: Holz / Norm-Nutzungsgrad: 92 % / verwendbar für: Solar Heizungsunterstützung, Heizungswasser / maximale Vorlauftemperatur: 60 °C / Wasserinhalt im Kessel: 60 Liter / ...",Solarbayer HVS 16 LC,3499.0, Solarbayer HVS 16 LC,16,9701,/preisvergleich/Relocate/478603467.html?categoryId=18406&pos=2&price=3499.0&productid=3096364&sid=9701&type=offer,3096364,18406, 
"Holzvergaser, Biomasseheizung, Festbrennstoffkessel, Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 25 kW / Energieträger: Holz / Norm-Nutzungsgrad: 91 % / verwendbar für: Heizungswasser, Trinkwasser (externer Warmwasserspeicher) / Leistungsaufnahme während des Betriebes: 50 W / ...",Santer Proburner Deluxe 25,3200.0, Santer Proburner Deluxe 25,25,12041,/preisvergleich/Relocate/558019815.html?categoryId=18406&pos=4&price=3200.0&productid=3746788&sid=12041&type=offer,3746788,18406, 
"Holzvergaser, Biomasseheizung, Festbrennstoffkessel, Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 25 kW / Energieträger: Scheitholz, Holz / max. Scheitholzlänge: 53 cm / Norm-Nutzungsgrad: 90 % / verwendbar für: Solar Heizungsunterstützung, Heizungswasser, Trinkwasser (externer ...",Atmos DC 25 GSE,3400.0, Atmos DC 25 GSE,25,9701,/preisvergleich/Relocate/439854950.html?categoryId=18406&pos=4&price=3400.0&productid=1098439&sid=9701&type=offer,1098439,18406, 
"Biomasseheizung, Pelletheizung, Festbrennstoffkessel, Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 14 kW / Energieträger: Holz, Holzpellet / Norm-Nutzungsgrad: 90 % / verwendbar für: Heizungswasser / Leistungsaufnahme beim Start: 1.120 W / Leistungsaufnahme während des Betriebes: 120 W ...",Atmos P 14,2151.95, Atmos P 14,14,288430,/preisvergleich/Relocate/494607400.html?categoryId=18406&pos=4&price=2151.95&productid=3214137&sid=288430&type=offer,3214137,18406, Pel­let­kes­sel ATMOS 14 kW P14
"Holzvergaser, Biomasseheizung, Festbrennstoffkessel, Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 20 kW / Energieträger: Scheitholz / Norm-Nutzungsgrad: 92 % / verwendbar für: Heizungswasser, Trinkwasser (externer Warmwasserspeicher) / Leistungsaufnahme während des Betriebes: 120 W / ...",Viessmann Vitoligno 200 S (20 kW),6326.0, Viessmann Vitoligno 200 S (20 kW),20,288366,/preisvergleich/Relocate/564110011.html?categoryId=18406&pos=3&price=6326.0&productid=3493913&sid=288366&type=offer,3493913,18406," Viess­mann Vi­to­li­gno 200-S Scheit­holz­kes­sel 20 - 50 kW VL2A ""20 kW"""
"Öl-Heizkessel, Pelletheizung, Gas-Brennwertkessel, Gas-Heizkessel, Holzheizung, Öl-Brennwertkessel, Holzvergaser / Montageart: Standkessel / Nennwärmeleistung: 30 kW / Energieträger: Öl, Holz, Holzpellet, Erdgas / verwendbar für: Heizungswasser / Leistungsaufnahme während des Betriebes: 120 W / ...",Atmos DC 25 SP(L) Kombikessel (30 kW),3596.0, Atmos DC 25 SP(L) Kombikessel (30 kW),30,286255,/preisvergleich/Relocate/262215603.html?categoryId=18406&pos=4&price=3596.0&productid=2025393&sid=286255&type=offer,2025393,18406, Öl Pellet Holz­kes­sel Atmos DC 25 SP(L) 25 KW Kom­bikes­sel ohne Bren­ner
"Holzvergaser, Biomasseheizung, Festbrennstoffkessel, Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 16 kW / Energieträger: Holz / Norm-Nutzungsgrad: 92 % / verwendbar für: Solar Heizungsunterstützung, Heizungswasser / maximale Vorlauftemperatur: 60 °C / Wasserinhalt im Kessel: 60 Liter / ...",Solarbayer HVS 16 LC,3504.55, Solarbayer HVS 16 LC,16,294528,/preisvergleich/Relocate/559967042.html?categoryId=18406&pos=3&price=3504.55&productid=3096364&sid=294528&type=offer,3096364,18406, Holz­ver­ga­ser­kes­sel 16 KW So­lar­bay­er HVS-16 LC
"Holzvergaser, Biomasseheizung, Festbrennstoffkessel, Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 25 kW / Energieträger: Holz / Norm-Nutzungsgrad: 91 % / verwendbar für: Heizungswasser, Trinkwasser (externer Warmwasserspeicher) / Leistungsaufnahme während des Betriebes: 50 W / ...",Santer Proburner Deluxe 25,3465.0, Santer Proburner Deluxe 25,25,9701,/preisvergleich/Relocate/569516905.html?categoryId=18406&pos=5&price=3465.0&productid=3746788&sid=9701&type=offer,3746788,18406, 
"Holzvergaser, Biomasseheizung, Festbrennstoffkessel, Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 25 kW / Energieträger: Scheitholz, Holz / max. Scheitholzlänge: 53 cm / Norm-Nutzungsgrad: 90 % / verwendbar für: Solar Heizungsunterstützung, Heizungswasser, Trinkwasser (externer ...",Atmos DC 25 GSE,3450.0, Atmos DC 25 GSE,25,301374,/preisvergleich/Relocate/574036647.html?categoryId=18406&pos=5&price=3450.0&productid=1098439&sid=301374&type=offer,1098439,18406, Holz­ver­ga­ser­kes­sel ATMOS DC 25 GSE
"Biomasseheizung, Pelletheizung, Festbrennstoffkessel, Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 14 kW / Energieträger: Holz, Holzpellet / Norm-Nutzungsgrad: 90 % / verwendbar für: Heizungswasser / Leistungsaufnahme beim Start: 1.120 W / Leistungsaufnahme während des Betriebes: 120 W ...",Atmos P 14 Bundle,2326.4, Atmos P 14,14,284079,/preisvergleich/Relocate/219996539.html?categoryId=18406&pos=5&price=2326.4&productid=3214137&sid=284079&type=offer,3214137,18406, Atmos Pel­let­kes­sel Anlage D 14 P + Pel­let­bren­ner A25 + För­der­schne­cke DA2000 2m
"Öl-Heizkessel, Pelletheizung, Gas-Brennwertkessel, Gas-Heizkessel, Holzheizung, Öl-Brennwertkessel, Holzvergaser / Montageart: Standkessel / Nennwärmeleistung: 30 kW / Energieträger: Öl, Holz, Holzpellet, Erdgas / verwendbar für: Heizungswasser / Leistungsaufnahme während des Betriebes: 120 W / ...",Atmos DC 25 SP(L) Kombikessel (30 kW),3596.0, Atmos DC 25 SP(L) Kombikessel (30 kW),30,9701,/preisvergleich/Relocate/275521685.html?categoryId=18406&pos=5&price=3596.0&productid=2025393&sid=9701&type=offer,2025393,18406, 
"Holzvergaser, Biomasseheizung, Festbrennstoffkessel, Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 16 kW / Energieträger: Holz / Norm-Nutzungsgrad: 92 % / verwendbar für: Solar Heizungsunterstützung, Heizungswasser / maximale Vorlauftemperatur: 60 °C / Wasserinhalt im Kessel: 60 Liter / ...",Solarbayer HVS 16 LC,3730.0, Solarbayer HVS 16 LC,16,9701,/preisvergleich/Relocate/266032883.html?categoryId=18406&pos=4&price=3730.0&productid=3096364&sid=9701&type=offer,3096364,18406, 
"Holzvergaser, Biomasseheizung, Festbrennstoffkessel, Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 25 kW / Energieträger: Holz / Norm-Nutzungsgrad: 91 % / verwendbar für: Heizungswasser, Trinkwasser (externer Warmwasserspeicher) / Leistungsaufnahme während des Betriebes: 50 W / ...",Santer Proburner Deluxe 25,3990.0, Santer Proburner Deluxe 25,25,286255,/preisvergleich/Relocate/300166531.html?categoryId=18406&pos=6&price=3990.0&productid=3746788&sid=286255&type=offer,3746788,18406, SSP Holz­ver­ga­ser­kes­sel Probur­ner DELUXE 25 kW BAFA mit 2x1000L Puffer
"Holzvergaser, Biomasseheizung, Festbrennstoffkessel, Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 25 kW / Energieträger: Scheitholz, Holz / max. Scheitholzlänge: 53 cm / Norm-Nutzungsgrad: 90 % / verwendbar für: Solar Heizungsunterstützung, Heizungswasser, Trinkwasser (externer ...",Atmos DC 25 GSE,3548.0, Atmos DC 25 GSE,25,298003,/preisvergleich/Relocate/468073528.html?categoryId=18406&pos=6&price=3548.0&productid=1098439&sid=298003&type=offer,1098439,18406, Atmos Holz­kes­sel Holz­ver­ga­ser­kes­sel Atmos DC 25 GSE
"Biomasseheizung, Pelletheizung, Festbrennstoffkessel, Holzheizung / Montageart: Standkessel / Nennwärmeleistung: 14 kW / Energieträger: Holz, Holzpellet / Norm-Nutzungsgrad: 90 % / verwendbar für: Heizungswasser / Leistungsaufnahme beim Start: 1.120 W / Leistungsaufnahme während des Betriebes: 120 W ...",Atmos P 14,2677.0, Atmos P 14,14,9701,/preisvergleich/Relocate/450421826.html?categoryId=18406&pos=6&price=2677.0&productid=3214137&sid=9701&type=offer,3214137,18406, 
